file,location,before,after,replacements
/home/twizss/Documents/ssbjjweb/tmb/instagram/index.html,text<p>,Your first class is guided and beginner-paced. You are not pushed into hard sparring on day one.,Your first semi-private class is guided and beginner-paced. You are not pushed into hard sparring on day one.,1
/home/twizss/Documents/ssbjjweb/tmb/inversion/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/inversion/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/inversion/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/inversion/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/inversion/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/inversion/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,"The closest consistent option is just minutes away in Tannersville, where students from Hunter train in beginner-friendly classes with clear schedules and coaching.","The closest consistent option is just minutes away in Tannersville, where students from Hunter train in beginner-friendly semi-private classes with clear schedules and coaching.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<h2>,Want to try this in a calm first class?,Want to try this in a calm first semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,"Visit the room, meet Sandy, learn the safety basics, and choose the right class lane.","Visit the room, meet Sandy, learn the safety basics, and choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<li>,A clear first class,A clear first semi-private class,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<li>,Classes for their age group,Semi-Private Classes for their age group,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,"Hunter is close to Tannersville, which makes it the natural hub for structured Brazilian Jiu Jitsu classes in the area.","Hunter is close to Tannersville, which makes it the natural hub for structured Brazilian Jiu Jitsu semi-private classes in the area.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,"Instead of scattered or inconsistent sessions, students train in one organized program with reliable class times and coaching.","Instead of scattered or inconsistent sessions, students train in one organized program with reliable semi-private class times and coaching.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,"From Hunter Mountain, most students are about 5 to 10 minutes from class in Tannersville.","From Hunter Mountain, most students are about 5 to 10 minutes from semi-private class in Tannersville.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<h2>,What Classes Look Like,What Semi-Private Classes Look Like,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,Classes are simple to follow and organized by age:,Semi-Private Classes are simple to follow and organized by age:,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,There are also no-gi classes during the week and weekends for students who want variety.,There are also no-gi semi-private classes during the week and weekends for students who want variety.,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<h2>,What Your First Class Is Actually Like,What Your First Semi-Private Class Is Actually Like,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,A proper first class should feel simple:,A proper first semi-private class should feel simple:,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,"Kids classes focus on structure, listening, and confidence without chaos.","Kids semi-private classes focus on structure, listening, and confidence without chaos.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<a>,adult jiu jitsu classes,adult jiu jitsu semi-private classes,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,"When classes are predictable and beginner-friendly, people keep showing up. That’s where real progress happens.","When semi-private classes are predictable and beginner-friendly, people keep showing up. That’s where real progress happens.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<h2>,Best First Class This Week,Best First Semi-Private Class This Week,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<strong>,Private Lessons 4 PM • Youth Class 5 PM • Adults 6 PM,Private Lessons 4 PM • Youth Semi-Private Class 5 PM • Adults 6 PM,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<p>,Try This In Class,Try This In Semi-Private Class,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-near-hunter-mountain/index.html,text<h2>,Free Intro Class,Free Intro Semi-Private Class,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"Jiu Jitsu is never used to intimidate, show off, or pressure another student. Not in class, not in the lobby, and not in the stairwell.","Jiu Jitsu is never used to intimidate, show off, or pressure another student. Not in semi-private class, not in the lobby, and not in the stairwell.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<span>,Class Systems,Semi-Private Class Systems,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<h2>,What Makes a Safe Jiu Jitsu Class,What Makes a Safe Jiu Jitsu Semi-Private Class,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,A safe class is more than a room with mats. It is a system.,A safe semi-private class is more than a room with mats. It is a system.,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"You see the mats, where to sit, where class starts, and how the room works.","You see the mats, where to sit, where semi-private class starts, and how the room works.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"The first class starts with simple movement, balance, and control.","The first semi-private class starts with simple movement, balance, and control.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"Before and after class, we help you choose the right next step.","Before and after semi-private class, we help you choose the right next step.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"In youth classes, we focus on body control, listening skills, safe movement, and respectful partner training. Students learn how to tap, how to stop, how to reset, and how to use their voice when something feels wrong.","In youth semi-private classes, we focus on body control, listening skills, safe movement, and respectful partner training. Students learn how to tap, how to stop, how to reset, and how to use their voice when something feels wrong.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"Parents are welcome to watch class. If a child needs extra support, we make a plan with the family.","Parents are welcome to watch semi-private class. If a child needs extra support, we make a plan with the family.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<span>,Kids Classes,Kids Semi-Private Classes,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<span>,Teen Classes,Teen Semi-Private Classes,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"That is why adults start with Beginner Lane. You will learn positions, escapes, balance, and safe contact before intensity increases. The goal is not to survive class. The goal is to leave feeling more confident than when you walked in.","That is why adults start with Beginner Lane. You will learn positions, escapes, balance, and safe contact before intensity increases. The goal is not to survive semi-private class. The goal is to leave feeling more confident than when you walked in.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<span>,Adult Classes,Adult Semi-Private Classes,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"Using Jiu Jitsu to bully, threaten, show off, or pressure another person is grounds for removal from class.","Using Jiu Jitsu to bully, threaten, show off, or pressure another person is grounds for removal from semi-private class.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,text<p>,"Even in a safe class, a student may get overwhelmed. Our process is simple.","Even in a safe semi-private class, a student may get overwhelmed. Our process is simple.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-safety-tannersville-ny.html,img[alt],Coach-supervised partner work during a kids Brazilian Jiu Jitsu class in Tannersville NY,Coach-supervised partner work during a kids Brazilian Jiu Jitsu semi-private class in Tannersville NY,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,"If you’re searching for jiu jitsu in Windham NY, the reality is simple: most local students train just minutes away in Tannersville. That’s where structured classes, beginner-friendly coaching, and consistent schedules already exist.","If you’re searching for jiu jitsu in Windham NY, the reality is simple: most local students train just minutes away in Tannersville. That’s where structured semi-private classes, beginner-friendly coaching, and consistent schedules already exist.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,"Most people expect to find a full-time jiu jitsu school directly in Windham with daily classes for kids, teens, and adults.","Most people expect to find a full-time jiu jitsu school directly in Windham with daily semi-private classes for kids, teens, and adults.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<li>,Safe first classes,Safe first semi-private classes,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<h2>,Want to try this in a calm first class?,Want to try this in a calm first semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,"Visit the room, meet Sandy, learn the safety basics, and choose the right class lane.","Visit the room, meet Sandy, learn the safety basics, and choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<li>,Reliable class times,Reliable semi-private class times,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<h2>,What Classes Look Like,What Semi-Private Classes Look Like,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,We organize classes by age and level so you know exactly where to start:,We organize semi-private classes by age and level so you know exactly where to start:,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,There are also dedicated no-gi classes during the week and on Saturdays.,There are also dedicated no-gi semi-private classes during the week and on Saturdays.,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,A good first class should include:,A good first semi-private class should include:,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,"Kids classes focus on coordination, listening, and confidence. The structure helps them stay engaged without chaos.","Kids semi-private classes focus on coordination, listening, and confidence. The structure helps them stay engaged without chaos.",1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,Students can choose between traditional gi training and faster-paced no-gi classes.,Students can choose between traditional gi training and faster-paced no-gi semi-private classes.,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<li>,Start with a beginner-friendly class,Start with a beginner-friendly semi-private class,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<h2>,Best First Class This Week,Best First Semi-Private Class This Week,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<strong>,Private Lessons 4 PM • Youth Class 5 PM • Adults 6 PM,Private Lessons 4 PM • Youth Semi-Private Class 5 PM • Adults 6 PM,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<p>,Try This In Class,Try This In Semi-Private Class,1
/home/twizss/Documents/ssbjjweb/tmb/jiu-jitsu-windham-ny/index.html,text<h2>,Free Intro Class,Free Intro Semi-Private Class,1
/home/twizss/Documents/ssbjjweb/tmb/k-guard/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/k-guard/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/k-guard/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/k-guard/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/k-guard/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/k-guard/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<p>,"For parents who value structured instruction, positive coaching, healthy physical activity, and a welcoming community. Start with step-by-step lessons where you can watch the process. Parents are welcome to watch and meet the instructor. Parents never have to guess how their child is doing. We provide specific, reliable progress observations after class, noticing the small victories in focus and resilience.","For parents who value structured instruction, positive coaching, healthy physical activity, and a welcoming community. Start with step-by-step lessons where you can watch the process. Parents are welcome to watch and meet the instructor. Parents never have to guess how their child is doing. We provide specific, reliable progress observations after semi-private class, noticing the small victories in focus and resilience.",1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<span>,Watch any class,Watch any semi-private class,1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<h3>,3. Is this kids class a good fit?,3. Is this kids semi-private class a good fit?,1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<p>,"Moves with focus, brings energy to class, and helps keep the room positive.","Moves with focus, brings energy to semi-private class, and helps keep the room positive.",1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<p>,"Attend four classes in your first 30 days. If the program is not
                      the right fit, text Sandy within 30 days for a full refund of your
                      first Core Culture payment.","Attend four semi-private classes in your first 30 days. If the program is not
                      the right fit, text Sandy within 30 days for a full refund of your
                      first Core Culture payment.",1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<summary>,Can my child start with a calm first class?,Can my child start with a calm first semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<div>,"Yes. Youth classes stay calm and structured. A complete class can include neutral work, chest-to-chest control, chest-to-back control, and standing engagement when skill level makes it appropriate. Sandy adjusts partners, resistance, and pace.","Yes. Youth semi-private classes stay calm and structured. A complete semi-private class can include neutral work, chest-to-chest control, chest-to-back control, and standing engagement when skill level makes it appropriate. Sandy adjusts partners, resistance, and pace.",2
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<summary>,Can parents watch class?,Can parents watch semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<div>,Yes. Parents can watch and see the complete class structure.,Yes. Parents can watch and see the complete semi-private class structure.,1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<summary>,What class do most kids try first?,What semi-private class do most kids try first?,1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<div>,"Most kids start in the Youth Class. We group partners by size, comfort, and experience.","Most kids start in the Youth Semi-Private Class. We group partners by size, comfort, and experience.",1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,text<div>,", then text Sandy if you want help choosing between the youth class and a quieter private first step.",", then text Sandy if you want help choosing between the youth semi-private class and a quieter private first step.",1
/home/twizss/Documents/ssbjjweb/tmb/kids.html,img[alt],Student in a gi holding a medal after class,Student in a gi holding a medal after semi-private class,1
/home/twizss/Documents/ssbjjweb/tmb/kimura/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/kimura/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/kimura/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/kimura/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/kimura/index.html,text<p>,"Kimura is a common BJJ term used in class to describe a key position, movement, or concept.","Kimura is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/kimura/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/kimura/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/knee-cut/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/knee-cut/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/knee-cut/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/knee-cut/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/knee-cut/index.html,text<p>,"Knee Cut is a common BJJ term used in class to describe a key position, movement, or concept.","Knee Cut is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/knee-cut/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/knee-cut/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/knee-line/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/knee-line/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/knee-line/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/knee-line/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/knee-line/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/knee-line/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/knee-shield/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/knee-shield/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/knee-shield/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/knee-shield/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/knee-shield/index.html,text<p>,"Knee Shield is a common BJJ term used in class to describe a key position, movement, or concept.","Knee Shield is a common BJJ term used in semi-private class to describe a key position, movement, or concept.",1
/home/twizss/Documents/ssbjjweb/tmb/knee-shield/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/knee-shield/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/knee-slide/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/knee-slide/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/knee-slide/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/knee-slide/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/knee-slide/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/knee-slide/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/lapel-grip/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/lapel-grip/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/lapel-grip/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/lapel-grip/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/lapel-grip/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/lapel-grip/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<strong>,"Build strength, mobility, composure, and practical grappling skill through small, coach-led Brazilian Jiu-Jitsu classes in Tannersville.","Build strength, mobility, composure, and practical grappling skill through small, coach-led Brazilian Jiu-Jitsu semi-private classes in Tannersville.",1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<li>,✓ Access to adult classes,✓ Access to adult semi-private classes,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<p>,"Start with a 15-minute conversation covering goals, schedule, training history, and finding the appropriate first class.","Start with a 15-minute conversation covering goals, schedule, training history, and finding the appropriate first semi-private class.",1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<p>,Compare your shifts and responsibilities with the available adult classes.,Compare your shifts and responsibilities with the available adult semi-private classes.,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<h3>,Choose Your First Class,Choose Your First Semi-Private Class,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<li>,✓ Four or more available adult classes each week,✓ Four or more available adult semi-private classes each week,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<p>,"""Calm, caring, and extremely detail-oriented. Coaches structure the classes perfectly for busy adults who need a demanding workout without getting hurt.""","""Calm, caring, and extremely detail-oriented. Coaches structure the semi-private classes perfectly for busy adults who need a demanding workout without getting hurt.""",1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<p>,No. Your Goal Mapping Session identifies the appropriate starting pace and class.,No. Your Goal Mapping Session identifies the appropriate starting pace and semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<summary>,Is this a separate law-enforcement class?,Is this a separate law-enforcement semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<p>,Regular adult classes focus on Brazilian Jiu-Jitsu foundations. Agency pilots may include approved training equipment and role-specific exercises after a policy and safety review.,Regular adult semi-private classes focus on Brazilian Jiu-Jitsu foundations. Agency pilots may include approved training equipment and role-specific exercises after a policy and safety review.,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<p>,Yes. Participants can use the available adult classes and coordinate changes with Sandy by text.,Yes. Participants can use the available adult semi-private classes and coordinate changes with Sandy by text.,1
/home/twizss/Documents/ssbjjweb/tmb/law-enforcement-bjj.html,text<p>,"Meet Sandy, tour the room, discuss your schedule, and map the first 12 weeks before choosing a class.","Meet Sandy, tour the room, discuss your schedule, and map the first 12 weeks before choosing a semi-private class.",1
/home/twizss/Documents/ssbjjweb/tmb/leg-drag/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/leg-drag/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/leg-drag/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
/home/twizss/Documents/ssbjjweb/tmb/leg-drag/index.html,text<a>,View Class Schedule,View Semi-Private Class Schedule,1
/home/twizss/Documents/ssbjjweb/tmb/leg-drag/index.html,text<blockquote>,A calm and structured environment. My kids look forward to every class.,A calm and structured environment. My kids look forward to every semi-private class.,1
/home/twizss/Documents/ssbjjweb/tmb/leg-drag/index.html,text<blockquote>,Class at Sensei Sandy BJJ has become such a large part of my family's routine.,Semi-Private Class at Sensei Sandy BJJ has become such a large part of my family's routine.,1
/home/twizss/Documents/ssbjjweb/tmb/leg-entanglement/index.html,text<h2>,Common class phrases,Common semi-private class phrases,1
/home/twizss/Documents/ssbjjweb/tmb/leg-entanglement/index.html,text<h2>,Want to feel this in class?,Want to feel this in semi-private class?,1
/home/twizss/Documents/ssbjjweb/tmb/leg-entanglement/index.html,text<p>,"Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right class lane.","Start with a guided Free Intro. We’ll show you the room, explain the safety rules, and help you choose the right semi-private class lane.",1
